IdAlumno,Nivel_academico,Facultad,Grado,Sede,Sexo,Promedio_final,Creditos_acumulados,Anio_matricula,Anio_tramite,Tipo_estudio,Fecha_egreso,Anio_egreso,Semestre_egreso
5176,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.96,52,2021,2022,REGULAR,2022-10-07,2022,20222
5177,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.0,52,2021,2023,REGULAR,2023-01-16,2023,20231
5178,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.31,52,2020,2023,REGULAR,2023-10-05,2023,20232
5179,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.0,52,2021,2022,REGULAR,2022-09-22,2022,20222
5180,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.9,52,2021,2023,REGULAR,2023-01-03,2023,20231
5181,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.79,52,2021,2023,REGULAR,2023-11-16,2023,20232
5182,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,18.31,52,2021,2022,REGULAR,2022-09-06,2022,20222
5183,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.19,52,2021,2023,REGULAR,2023-03-30,2023,20231
5184,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.83,52,2021,2022,REGULAR,2022-12-29,2022,20222
5185,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.63,52,2021,2023,REGULAR,2023-07-12,2023,20232
5186,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.38,52,2021,2023,REGULAR,2023-02-01,2023,20231
5187,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,18.19,52,2021,2023,REGULAR,2023-01-23,2023,20231
5188,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.52,52,2021,2023,REGULAR,2023-02-06,2023,20231
5189,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.67,52,2021,2023,REGULAR,2023-05-31,2023,20231
5190,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,18.31,52,2021,2023,REGULAR,2023-07-25,2023,20232
5191,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,15.87,52,2021,2023,REGULAR,2023-01-03,2023,20231
5192,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.65,52,2021,2022,REGULAR,2022-10-17,2022,20222
5193,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.52,52,2021,2023,REGULAR,2023-01-05,2023,20231
5194,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.77,52,2021,2023,REGULAR,2023-05-19,2023,20231
5195,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.19,52,2021,2023,REGULAR,2023-05-19,2023,20231
5196,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,18.37,52,2021,2022,REGULAR,2022-11-14,2022,20222
5197,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,15.13,52,2021,2023,REGULAR,2023-02-03,2023,20231
5198,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.9,52,2021,2022,REGULAR,2022-12-01,2022,20222
5199,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,18.08,52,2021,2022,REGULAR,2022-11-15,2022,20222
5200,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.88,52,2021,2023,REGULAR,2023-07-12,2023,20232
5201,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.63,52,2021,2024,REGULAR,2024-03-25,2024,20241
5202,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.65,52,2021,2022,REGULAR,2022-12-29,2022,20222
5203,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.81,52,2021,2023,REGULAR,2023-02-10,2023,20231
5204,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.77,52,2021,2023,REGULAR,2023-10-13,2023,20232
5205,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.29,52,2021,2023,REGULAR,2023-02-02,2023,20231
5206,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,18.17,52,2021,2022,REGULAR,2022-12-19,2022,20222
5207,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,18.56,52,2021,2022,REGULAR,2022-11-09,2022,20222
5208,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.73,52,2021,2023,REGULAR,2023-01-30,2023,20231
5209,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.96,52,2021,2022,REGULAR,2022-10-20,2022,20222
5210,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.21,52,2021,2023,REGULAR,2023-08-08,2023,20232
5211,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,18.1,52,2021,2023,REGULAR,2023-01-09,2023,20231
5212,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.6,52,2021,2022,REGULAR,2022-11-15,2022,20222
5213,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.54,52,2021,2023,REGULAR,2023-05-19,2023,20231
5214,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.56,52,2021,2023,REGULAR,2023-01-27,2023,20231
5215,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,18.0,52,2021,2023,REGULAR,2023-01-09,2023,20231
5216,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.6,52,2021,2023,REGULAR,2023-08-09,2023,20232
5217,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.17,52,2021,2024,REGULAR,2024-01-26,2024,20241
5218,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.42,52,2018,2023,REGULAR,2023-06-26,2023,20231
5219,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,14.12,52,2021,2023,REGULAR,2023-01-11,2023,20231
5220,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.67,52,2021,2023,REGULAR,2023-01-16,2023,20231
5221,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.19,52,2021,2023,REGULAR,2023-06-14,2023,20231
5222,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.17,52,2021,2022,REGULAR,2022-12-19,2022,20222
5223,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.9,52,2021,2023,REGULAR,2023-03-08,2023,20231
5224,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,18.63,52,2021,2023,REGULAR,2023-01-27,2023,20231
5225,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,18.19,52,2021,2022,REGULAR,2022-12-01,2022,20222
5226,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,18.77,52,2021,2023,REGULAR,2023-01-16,2023,20231
5227,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,18.46,52,2021,2023,REGULAR,2023-02-13,2023,20231
5228,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.67,52,2021,2022,REGULAR,2022-11-09,2022,20222
5229,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.17,52,2021,2023,REGULAR,2023-01-11,2023,20231
5230,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.17,52,2021,2023,REGULAR,2023-11-06,2023,20232
5231,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.31,52,2019,2022,REGULAR,2022-12-19,2022,20222
5232,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.38,52,2021,2024,REGULAR,2024-01-11,2024,20241
5233,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,18.35,52,2021,2024,REGULAR,2024-03-01,2024,20241
5234,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.13,52,2021,2022,REGULAR,2022-10-12,2022,20222
5235,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.33,52,2021,2023,REGULAR,2023-05-19,2023,20231
5236,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,18.92,52,2021,2023,REGULAR,2023-08-02,2023,20232
5237,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,18.31,52,2021,2023,REGULAR,2023-01-24,2023,20231
5238,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.71,52,2021,2022,REGULAR,2022-09-06,2022,20222
5239,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.31,52,2021,2023,REGULAR,2023-01-03,2023,20231
5240,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.6,52,2021,2023,REGULAR,2023-01-06,2023,20231
5241,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.25,52,2021,2023,REGULAR,2023-03-03,2023,20231
5242,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,18.02,52,2021,2023,REGULAR,2023-01-16,2023,20231
5243,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.5,52,2021,2023,REGULAR,2023-01-16,2023,20231
5244,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,18.75,52,2021,2022,REGULAR,2022-12-01,2022,20222
5245,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.96,52,2021,2022,REGULAR,2022-12-19,2022,20222
5246,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.77,52,2021,2022,REGULAR,2022-12-27,2022,20222
5247,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,18.12,52,2021,2023,REGULAR,2023-01-09,2023,20231
5248,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.69,52,2021,2023,REGULAR,2023-01-17,2023,20231
5249,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.54,52,2021,2023,REGULAR,2023-01-27,2023,20231
5250,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,18.33,52,2021,2022,REGULAR,2022-11-24,2022,20222
5251,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.58,52,2021,2023,REGULAR,2023-07-26,2023,20232
5252,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.1,52,2021,2023,REGULAR,2023-01-27,2023,20231
5253,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,18.87,52,2021,2022,REGULAR,2022-10-06,2022,20222
5254,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.65,52,2021,2022,REGULAR,2022-12-12,2022,20222
5255,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,18.17,52,2021,2022,REGULAR,2022-10-11,2022,20222
5256,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.75,52,2021,2023,REGULAR,2023-05-19,2023,20231
5257,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.5,52,2021,2022,REGULAR,2022-09-06,2022,20222
5258,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,18.1,52,2021,2023,REGULAR,2023-01-17,2023,20231
5259,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.94,52,2021,2022,REGULAR,2022-09-29,2022,20222
5260,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.75,52,2021,2022,REGULAR,2022-09-06,2022,20222
5261,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.21,52,2021,2023,REGULAR,2023-01-24,2023,20231
5262,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.13,52,2021,2023,REGULAR,2023-02-13,2023,20231
5263,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,15.33,52,2020,2023,REGULAR,2023-05-11,2023,20231
5264,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,18.62,52,2021,2022,REGULAR,2022-09-01,2022,20222
5265,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.42,52,2019,2024,REGULAR,2024-01-15,2024,20241
5266,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.77,52,2021,2023,REGULAR,2023-05-19,2023,20231
5267,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.79,52,2021,2023,REGULAR,2023-05-08,2023,20231
5268,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.63,52,2021,2022,REGULAR,2022-09-01,2022,20222
5269,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.31,52,2021,2023,REGULAR,2023-01-17,2023,20231
5270,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.38,52,2021,2023,REGULAR,2023-01-03,2023,20231
5271,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.35,52,2021,2022,REGULAR,2022-10-28,2022,20222
5272,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,15.85,52,2021,2023,REGULAR,2023-01-03,2023,20231
5273,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.56,52,2021,2023,REGULAR,2023-09-25,2023,20232
5274,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.6,52,2021,2022,REGULAR,2022-09-06,2022,20222
5275,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.9,52,2021,2023,REGULAR,2023-08-07,2023,20232
5276,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.21,52,2021,2024,REGULAR,2024-02-27,2024,20241
5277,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.94,52,2021,2023,REGULAR,2023-07-18,2023,20232
5278,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.87,52,2021,2023,REGULAR,2023-11-14,2023,20232
5279,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.83,52,2021,2023,REGULAR,2023-06-13,2023,20231
5280,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.44,52,2021,2023,REGULAR,2023-07-26,2023,20232
5281,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.94,52,2021,2023,REGULAR,2023-06-23,2023,20231
5282,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.5,52,2021,2024,REGULAR,2024-01-26,2024,20241
5283,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.83,52,2021,2024,REGULAR,2024-01-26,2024,20241
5284,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.85,52,2021,2022,REGULAR,2022-12-16,2022,20222
5285,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.15,52,2021,2023,REGULAR,2023-03-08,2023,20231
5286,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.38,52,2021,2023,REGULAR,2023-07-11,2023,20232
5287,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.0,52,2021,2024,REGULAR,2024-01-26,2024,20241
5288,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,18.33,52,2021,2024,REGULAR,2024-01-26,2024,20241
5289,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.1,52,2021,2024,REGULAR,2024-01-26,2024,20241
5290,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.62,52,2021,2024,REGULAR,2024-01-26,2024,20241
5291,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.87,52,2021,2023,REGULAR,2023-01-13,2023,20231
5292,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.38,52,2021,2024,REGULAR,2024-01-26,2024,20241
5293,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.69,52,2021,2024,REGULAR,2024-01-26,2024,20241
5294,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.0,52,2021,2024,REGULAR,2024-01-26,2024,20241
5295,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.4,52,2021,2024,REGULAR,2024-01-26,2024,20241
5296,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.73,52,2021,2024,REGULAR,2024-01-26,2024,20241
5297,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.33,52,2021,2024,REGULAR,2024-01-26,2024,20241
5298,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.13,52,2021,2022,REGULAR,2022-11-09,2022,20222
5299,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.6,52,2021,2023,REGULAR,2023-01-10,2023,20231
5300,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.37,52,2021,2024,REGULAR,2024-01-26,2024,20241
5301,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.21,52,2021,2024,REGULAR,2024-01-26,2024,20241
5302,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.38,52,2021,2024,REGULAR,2024-01-26,2024,20241
5303,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.0,52,2021,2023,REGULAR,2023-05-09,2023,20231
5304,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.46,52,2021,2022,REGULAR,2022-12-27,2022,20222
5305,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.31,52,2021,2023,REGULAR,2023-02-17,2023,20231
5306,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.33,52,2021,2024,REGULAR,2024-01-26,2024,20241
5307,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.46,52,2021,2022,REGULAR,2022-09-06,2022,20222
5308,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.17,52,2021,2023,REGULAR,2023-11-07,2023,20232
5309,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.52,52,2021,2024,REGULAR,2024-01-26,2024,20241
5310,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.4,52,2021,2022,REGULAR,2022-12-06,2022,20222
5311,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.48,52,2021,2024,REGULAR,2024-01-26,2024,20241
5312,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.13,52,2021,2024,REGULAR,2024-01-26,2024,20241
5313,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,18.0,52,2021,2022,REGULAR,2022-09-06,2022,20222
5314,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.44,52,2021,2024,REGULAR,2024-01-26,2024,20241
5315,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.85,52,2021,2024,REGULAR,2024-01-26,2024,20241
5316,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.67,52,2021,2024,REGULAR,2024-01-26,2024,20241
5317,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.88,52,2021,2023,REGULAR,2023-01-27,2023,20231
5318,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,15.62,52,2021,2024,REGULAR,2024-01-26,2024,20241
5319,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,18.12,52,2021,2022,REGULAR,2022-09-06,2022,20222
5320,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.77,52,2021,2022,REGULAR,2022-08-19,2022,20222
5321,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.77,52,2021,2024,REGULAR,2024-01-26,2024,20241
5322,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.08,52,2021,2024,REGULAR,2024-01-26,2024,20241
5323,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.54,52,2021,2024,REGULAR,2024-01-26,2024,20241
5324,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.42,52,2021,2023,REGULAR,2023-01-24,2023,20231
5325,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.75,52,2021,2024,REGULAR,2024-01-26,2024,20241
5326,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.46,52,2021,2023,REGULAR,2023-02-03,2023,20231
5327,PREGRADO,AGROPECUARIA Y NUTRICIÓN,BACHILLER,CHOSICA,Masculino,13.92,210,2008,2023,REGULAR,2023-02-20,2023,20231
5328,PREGRADO,AGROPECUARIA Y NUTRICIÓN,EGRESADO,CHOSICA,Femenino,13.58,210,1999,2023,REGULAR,2023-02-20,2023,20231
5329,PREGRADO,AGROPECUARIA Y NUTRICIÓN,EGRESADO,CHOSICA,Masculino,14.25,216,2018,2023,COMPLEMENTACIÓN,2023-02-01,2023,20231
5330,PREGRADO,AGROPECUARIA Y NUTRICIÓN,EGRESADO,CHOSICA,Femenino,15.65,216,2017,2022,REGULAR,2022-09-09,2022,20222
5331,PREGRADO,AGROPECUARIA Y NUTRICIÓN,EGRESADO,CHOSICA,Masculino,15.25,216,2016,2023,REGULAR,2023-10-31,2023,20232
5332,PREGRADO,AGROPECUARIA Y NUTRICIÓN,EGRESADO,CHOSICA,Masculino,16.34,216,2016,2022,REGULAR,2022-09-09,2022,20222
5333,PREGRADO,AGROPECUARIA Y NUTRICIÓN,EGRESADO,CHOSICA,Masculino,13.81,216,2017,2023,COMPLEMENTACIÓN,2023-04-19,2023,20231
5334,PREGRADO,AGROPECUARIA Y NUTRICIÓN,EGRESADO,CHOSICA,Masculino,14.59,216,2014,2023,REGULAR,2023-01-13,2023,20231
5335,PREGRADO,AGROPECUARIA Y NUTRICIÓN,EGRESADO,CHOSICA,Femenino,14.63,216,2017,2022,REGULAR,2022-09-13,2022,20222
5336,PREGRADO,AGROPECUARIA Y NUTRICIÓN,EGRESADO,CHOSICA,Femenino,14.8,216,2014,2022,REGULAR,2022-11-10,2022,20222
5337,PREGRADO,AGROPECUARIA Y NUTRICIÓN,EGRESADO,CHOSICA,Femenino,15.23,216,2017,2022,REGULAR,2022-11-02,2022,20222
5338,PREGRADO,AGROPECUARIA Y NUTRICIÓN,EGRESADO,CHOSICA,Femenino,16.02,216,2012,2022,REGULAR,2022-09-26,2022,20222
